sku;species;group;subgroup;name;quality;thickness;width;length;unit;supplier;purchasePrice;priceUnit;listed;note
62068;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;19;175;5000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62069;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;19;195;3000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62070;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;19;195;4000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62071;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;19;195;5000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62024;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;145;3000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62026;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;145;4000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62028;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;145;5000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62030;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;195;3000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62032;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;195;4000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62035;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;27;195;5000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62036;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;34;145;3000;Stk;Holztreff;38,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62037;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;34;145;4000;Stk;Holztreff;38,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62038;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;34;145;5000;Stk;Holztreff;38,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62039;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;40;145;3000;Stk;Holztreff;48,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62040;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;40;145;4000;Stk;Holztreff;48,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62041;Laerche;Hobelware;Glattkant;Lä Glattkant AB trocken;;40;145;5000;Stk;Holztreff;48,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Glattkant
62123;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;72;3000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62124;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;72;4000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62125;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;72;5000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62126;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;95;3000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62127;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;95;4000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62128;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;95;5000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62120;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;115;3000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62121;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;115;4000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62122;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;19;115;5000;Stk;Holztreff;23,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62129;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;27;72;3000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62130;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;27;72;4000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62131;Laerche;Hobelware;Raute;Lä Rauten AB trocken;;27;72;5000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Rautenprofil
62090;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;19;43;3000;Stk;Holztreff;1,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62091;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;19;43;4000;Stk;Holztreff;1,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62092;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;19;43;5000;Stk;Holztreff;1,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62404;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;23;43;3000;Stk;Holztreff;1,85;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62405;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;23;43;4000;Stk;Holztreff;1,85;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62406;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;23;43;5000;Stk;Holztreff;1,85;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62407;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;33;43;3000;Stk;Holztreff;1,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62408;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;33;43;4000;Stk;Holztreff;1,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62409;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;33;43;5000;Stk;Holztreff;1,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62410;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;43;43;3000;Stk;Holztreff;2,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62411;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;43;43;4000;Stk;Holztreff;2,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62412;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;43;43;5000;Stk;Holztreff;2,75;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62145;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;40;70;3000;Stk;Holztreff;3,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62146;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;40;70;4000;Stk;Holztreff;3,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
62147;Laerche;Kantholz;Latten;Lä Latten geh. I/III trocken;;40;70;5000;Stk;Holztreff;3,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
31883;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;70;70;3000;Stk;Holztreff;6,40;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
31884;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;70;70;4000;Stk;Holztreff;6,40;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
31885;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;70;70;5000;Stk;Holztreff;6,40;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
3110103;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;90;90;3000;Stk;Holztreff;9,80;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
3110104;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;90;90;4000;Stk;Holztreff;9,80;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
3110105;Laerche;Kantholz;Latten;Lä Staffel geh. I/III trocken;;90;90;5000;Stk;Holztreff;9,80;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche Latten|Staffel
70330;Laerche;Hobelware;Fase (N+F);Lä Fase rustikal trocken;;19;176;2000;Stk;Holztreff;54,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche gedämpft gehackt, gebürstet - rundum Nut & Feder
70330;Laerche;Hobelware;Fase (N+F);Lä Fase rustikal trocken;;19;176;3000;Stk;Holztreff;54,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche gedämpft gehackt, gebürstet - rundum Nut & Feder
70330;Laerche;Hobelware;Fase (N+F);Lä Fase rustikal trocken;;19;176;4000;Stk;Holztreff;54,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche gedämpft gehackt, gebürstet - rundum Nut & Feder
71274;Thermo;Hobelware;Glattkant;Kiefer Glattkant AB trocken;;26;140;3000;Stk;Holztreff;39,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Thermo Kiefer Terrassendiele gebürstet
71275;Thermo;Hobelware;Glattkant;Kiefer Glattkant AB trocken;;26;140;4200;Stk;Holztreff;39,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Thermo Kiefer Terrassendiele gebürstet
71276;Thermo;Hobelware;Glattkant;Kiefer Glattkant AB trocken;;26;140;5100;Stk;Holztreff;39,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Thermo Kiefer Terrassendiele gebürstet
71284;Fichte;Platten;3-Schicht;3-Schichtplatte A/B 13;;2050;5000;1000;Stk;Holztreff;23,85;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
70104;Fichte;Platten;3-Schicht;3-Schichtplatte AB/B 15;;2050;5000;1000;Stk;Holztreff;24,85;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
71285;Fichte;Platten;3-Schicht;3-Schichtplatte A/B 19;;2050;5000;1000;Stk;Holztreff;26,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
71286;Fichte;Platten;3-Schicht;3-Schichtplatte A/B 27;;2050;5000;1000;Stk;Holztreff;29,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
70107;Fichte;Platten;3-Schicht;3-Schichtplatte C+/C 19;;2050;5000;1000;Stk;Holztreff;16,25;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
70109;Fichte;Platten;3-Schicht;3-Schichtplatte C+/C 27;;2050;5000;1000;Stk;Holztreff;20,25;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Fichte 3-Schichtplatte
70114;Sonstiges;Platten;3-Schicht;3-Schichtplatte A/B 19;;2050;5000;1000;Stk;Holztreff;38,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Kiefer 3-Schichtplatte
71259;Laerche;Platten;3-Schicht;Lä 3-Schichtplatte AB 19;;2050;5000;1000;Stk;Holztreff;42,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche 3-Schichtplatte
71150;Laerche;Platten;3-Schicht;Lä 3-Schichtplatte AB 27;;2050;5000;1000;Stk;Holztreff;46,20;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Heimische Lärche 3-Schichtplatte
70584;Sonstiges;Kantholz;Kantholz Rauh;15 625 2500;;1;64;6310;Stk;Holztreff;5,74;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Stk. Pal.
70586;Sonstiges;Kantholz;Kantholz Rauh;18 625 2500;;1;54;7570;Stk;Holztreff;6,88;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Stk. Pal.
70588;Sonstiges;Kantholz;Kantholz Rauh;22 625 2500;;1;44;9240;Stk;Holztreff;8,40;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Stk. Pal.
70065;Sonstiges;Kantholz;Latten;Dach/Wandplatte N&F 15 675 2500;;1;64;9080;Stk;Holztreff;8,25;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Stk. Pal.
70064;Sonstiges;Kantholz;Latten;Dach/Wandplatte N&F 20 612 2500;;1;47;12050;Stk;Holztreff;10,95;EUR;false;Hintergrundartikel aus EK_Preise_01_2026_TS-SH_HO_PL_.pdf. Stk. Pal.
KVH-60-80 - 300-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 60 x 80 - 300 mm;NSI;60;80 - 300;13000;Stk;Holztreff;445,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-60-80 - 300-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 60 x 80 - 300 mm;NSI;60;80 - 300;13000;Stk;Holztreff;455,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-60-80 - 300-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 60 x 80 - 300 mm;NSI;60;80 - 300;;Stk;Holztreff;465,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-80-80 - 300-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 80 x 80 - 300 mm;NSI;80;80 - 300;13000;Stk;Holztreff;450,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-80-80 - 300-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 80 x 80 - 300 mm;NSI;80;80 - 300;13000;Stk;Holztreff;460,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-80-80 - 300-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 80 x 80 - 300 mm;NSI;80;80 - 300;;Stk;Holztreff;470,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-100-100 - 300-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 100 x 100 - 300 mm;NSI;100;100 - 300;13000;Stk;Holztreff;455,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-100-100 - 300-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 100 x 100 - 300 mm;NSI;100;100 - 300;13000;Stk;Holztreff;465,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-100-100 - 300-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 100 x 100 - 300 mm;NSI;100;100 - 300;;Stk;Holztreff;475,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-120-120 - 280-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 120 x 120 - 280 mm;NSI;120;120 - 280;13000;Stk;Holztreff;460,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-120-120 - 280-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 120 x 120 - 280 mm;NSI;120;120 - 280;13000;Stk;Holztreff;470,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-120-120 - 280-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 120 x 120 - 280 mm;NSI;120;120 - 280;;Stk;Holztreff;480,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-140-140 - 280-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 140 x 140 - 280 mm;NSI;140;140 - 280;13000;Stk;Holztreff;465,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-140-140 - 280-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 140 x 140 - 280 mm;NSI;140;140 - 280;13000;Stk;Holztreff;475,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-140-140 - 280-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 140 x 140 - 280 mm;NSI;140;140 - 280;;Stk;Holztreff;485,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-160-160|200|280-13,0-Paket;Fichte;Kantholz;KVH;KVH NSI 160 x 160|200|280 mm;NSI;160;160|200|280;13000;Stk;Holztreff;465,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Paket
KVH-160-160|200|280-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 160 x 160|200|280 mm;NSI;160;160|200|280;13000;Stk;Holztreff;475,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-160-160|200|280-2,5 - 18,0-Kom./Stk/Länge;Fichte;Kantholz;KVH;KVH NSI 160 x 160|200|280 mm;NSI;160;160|200|280;;Stk;Holztreff;485,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 2,5 - 18,0 m, Kom./Stk/Länge
KVH-45-145|220-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 45 x 145|220 mm;NSI;45;145|220;13000;Stk;Holztreff;445,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-50-100|150|200-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 50 x 100|150|200 mm;NSI;50;100|150|200;13000;Stk;Holztreff;445,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
KVH-70-240-13,0-Kom./Stk;Fichte;Kantholz;KVH;KVH NSI 70 x 240 mm;NSI;70;240;13000;Stk;Holztreff;445,00;EUR/m3;false;Hintergrundartikel aus EK_Preise_05_2025_TS_KVH.pdf. Laenge 13,0 m, Kom./Stk
71341;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 22 mm;;22;770;2550;Stk;Pavatex;9,72;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 44 Stk/Pal
71342;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 30 mm;;30;610;1880;Stk;Pavatex;8,52;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 74 Stk/Pal
71343;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 35 mm;;35;610;1880;Stk;Pavatex;9,00;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 64 Stk/Pal
71323;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 40 mm;;40;610;1880;Stk;Pavatex;10,26;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 56 Stk/Pal
71324;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 60 mm;;60;610;1880;Stk;Pavatex;13,14;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 36 Stk/Pal
71325;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 80 mm;;80;610;1880;Stk;Pavatex;17,70;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 28 Stk/Pal
71344;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 60 mm;;60;770;2500;Stk;Pavatex;13,14;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 18 Stk/Pal
71345;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 60 mm;;60;1250;2600;Stk;Pavatex;13,62;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 18 Stk/Pal
71346;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR 60 mm;;60;1250;3000;Stk;Pavatex;13,62;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante stumpf, 18 Stk/Pal
71386;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 40 mm;;40;610;1880;Stk;Pavatex;9,36;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 56 Stk/Pal
71387;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 60 mm;;60;610;1880;Stk;Pavatex;11,94;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 36 Stk/Pal
71388;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 80 mm;;80;610;1880;Stk;Pavatex;16,08;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 28 Stk/Pal
71389;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 100 mm;;100;610;1880;Stk;Pavatex;18,60;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 22 Stk/Pal
71390;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 120 mm;;120;610;1880;Stk;Pavatex;22,32;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 18 Stk/Pal
71391;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 140 mm;;140;610;1880;Stk;Pavatex;26,04;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 16 Stk/Pal
71392;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 160 mm;;160;610;1880;Stk;Pavatex;29,76;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 14 Stk/Pal
71393;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 180 mm;;180;610;1880;Stk;Pavatex;33,48;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 12 Stk/Pal
71394;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR MULTI 200 mm;;200;610;1880;Stk;Pavatex;37,20;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 10 Stk/Pal
71395;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 60 mm;;60;610;1880;Stk;Pavatex;11,38;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 36 Stk/Pal
71396;Sonstiges;Daemmungen;Pavatex;Pavatex ISOLAIR ECO 80 mm;;80;610;1880;Stk;Pavatex;15,17;EUR/m2;false;Hintergrundartikel aus Preisliste 01_26 Pavatex.pdf. Kante N+F, 28 Stk/Pal
