"Name";"Artikelnummer";"QR-/Barcode";"Kategorie";"Unterkategorie";"Einheit";"Durchmesser";"Laenge";"Bestand";"Mindestbestand";"Lagerort";"Lieferant";"Notiz";"Listenpreis";"Einkaufspreis";"Rabatt"
"Stauchkopfnägel BGN Rostfrei";"BGN-A2-35MM";"BGN-A2-35MM";"Befestigungsmittel";"Sonstiges";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,54";"5,44";"65,0"
"Stauchkopfnägel BGN Rostfrei";"BGN-A2-50MM";"BGN-A2-50MM";"Befestigungsmittel";"Sonstiges";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"18,72";"6,55";"65,0"
"Klammernagler Wimmer 25 - 50 mm";"KB750W";"KB750W";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"371,00";"296,80";"20,0"
"Klammernagler Wimmer Automatic 25 - 50 mm";"KB750WAUTO";"KB750WAUTO";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"540,60";"432,48";"20,0"
"Klammernagler WIMMER 25-65mm";"KB765B";"KB765B";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"392,20";"313,76";"20,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-22";"KB7-22";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"10,39";"3,64";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-25";"KB7-25";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"10,60";"3,71";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-29";"KB7-29";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"11,66";"4,08";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-32";"KB7-32";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,21";"4,27";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-35";"KB7-35";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"4,45";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-38";"KB7-38";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"13,78";"4,82";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-41";"KB7-41";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,29";"5,00";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-44";"KB7-44";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,84";"5,19";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-51";"KB7-51";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"5,57";"65,0"
"Klammern KB7 Verzinkt, ETA 18/0879";"KB7-64";"KB7-64";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"7,05";"65,0"
"Klammern KB7 Edelstahl A2, ETA 18/0879";"KB7-A2-41";"KB7-A2-41";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"51,94";"18,18";"65,0"
"Klammern KB7 Edelstahl A2, ETA 18/0879";"KB7-A2-51";"KB7-A2-51";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"58,30";"20,41";"65,0"
"Klammern KB7 Edelstahl A2, ETA 18/0879";"KB7-A2-64";"KB7-A2-64";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"68,90";"24,11";"65,0"
"Klammern Vario Tech C/DNKH";"KB7-CD-22";"KB7-CD-22";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"9,54";"3,34";"65,0"
"Klammern //KQ// Verzinkt ETA 08/0879";"KQ-63";"KQ-63";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"25,44";"8,90";"65,0"
"Klammernagler Wimmer";"KQ65B";"KQ65B";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"392,20";"313,76";"20,0"
"Klammern ZK Zaunklammern TJEP Feuerverzinkt 33mm";"ZK-33";"ZK-33";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"169,60";"59,36";"65,0"
"Zaunklammergerät Gas FS-40 GAS";"ZK40AG";"ZK40AG";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"795,00";"636,00";"20,0"
"Breitrückenklammernagler 65 - 130mm";"KBS130C";"KBS130C";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"954,00";"763,20";"20,0"
"Breitrückenklammernagler 65 - 160mm";"KBS160B";"KBS160B";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1007,00";"805,60";"20,0"
"Klammergerät KB7Q65X 32 - 64 mm";"KB7Q65X";"KB7Q65X";"Befestigungsmittel";"Nägel / Klammern";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"444,14";"355,31";"20,0"
"Klammern KBS Edelstahl A2 EN14592:2008";"KBS-A2-100";"KBS-A2-100";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"159,00";"55,65";"65,0"
"Klammern KBS Edelstahl A2 EN14592:2008";"KBS-A2-120";"KBS-A2-120";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"190,80";"66,78";"65,0"
"Klammern KBS Edelstahl A2 EN14592:2008";"KBS-A2-130";"KBS-A2-130";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"222,60";"77,91";"65,0"
"Klammern KBS Edelstahl A2 EN14592:2008";"KBS-A2-150";"KBS-A2-150";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"265,00";"92,75";"65,0"
"Klammern KBS Edelstahl A2 EN14592:2008";"KBS-A2-75";"KBS-A2-75";"Befestigungsmittel";"Nägel / Klammern";"1000 Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"137,80";"48,23";"65,0"
"Kompressor Öl 1 Liter";"00042";"00042";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"16,11";"20,0"
"Kompressor BeA KV350-15, 230 Volt";"50030";"50030";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"943,40";"754,72";"20,0"
"Druckluftzubehörset 5-Teilig";"04001";"04001";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"53,00";"42,40";"20,0"
"Ausblaspistole PVC WT-Kurz Düsenlänge 20 mm";"04007";"04007";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5,09";"4,07";"20,0"
"Ausblaspistole PVC - Düsenlänge 280 mm";"04009";"04009";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"7,00";"5,60";"20,0"
"Druckluftverteiler 2 Kupplungen, 3/8 "" IG,";"04055";"04055";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"17,81";"20,0"
"Sicherheitskupplung 7,2 - 7,4 8 mm";"071808";"071808";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,33";"20,33";"0,0"
"Nagleraufhängung Set - 2 Stk./Pkg";"103413";"103413";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"21,09";"21,09";"0,0"
"Ohrklemmen 11 - 13 mm";"1113";"1113";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,69";"1,69";"0,0"
"Ohrklemmen 13 - 15 mm";"1315";"1315";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,69";"1,69";"0,0"
"Ohrklemmen 15 - 18 mm";"1518";"1518";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,69";"1,69";"0,0"
"Druckluft Schlauchtrommel ""DREHBAR"" 30 Meter";"50204";"50204";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,10";"72,08";"20,0"
"Druckluft Schlauchtrommel ""Wandmontage"" 15 Meter";"50300";"50300";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"76,32";"20,0"
"Druckluft Schlauchtrommel ""AUTOMATIK"" 30 Meter";"50407";"50407";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"159,00";"127,20";"20,0"
"WITEC® - COMPACT Unterdeckbahn UB170-2 | diffusionsoffen | 170 Gramm, 2SK";"19100";"19100";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"3,22";"1,29";"60,0"
"WITEC® - ULTRA Unterdeckbahn 50m² UB210-2 | 210Gramm 2SK 1Meter Breite!";"19102";"19102";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"3,78";"1,51";"60,0"
"WITEC® - Nageldichtband 30m x 70mm x 3mm einseitig klebend";"19212";"19212";"Befestigungsmittel";"Nägel / Klammern";"Stk";"19,2";"12";"0";"0";"";"Holzbau-Shop";"";"17,96";"7,18";"60,0"
"WITEC® - ULTRA Unterdeckbahn 75m² UB210-2 | 210Gramm 2SK";"19108";"19108";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"3,45";"1,38";"60,0"
"WITEC® - ALL WEATHER Unterdeckbahn 360Gramm | erhöhte Regensicherheit | 1,5 x 25m | schweißbar";"19103";"19103";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"13,36";"5,34";"60,0"
"WITEC® - Quellschweißmittel 1Liter";"19204";"19204";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"58,50";"23,40";"60,0"
"WITEC® - Pinselflasche 0,5 Liter";"19205";"19205";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"47,25";"18,90";"60,0"
"WITEC-Allweather Unlimited Unterdeckbahn 350Gramm, erhöhte Regensicherheit 1,5x25 Meter 2 Klebestreifen";"19105";"19105";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"11,41";"4,57";"60,0"
"WITEC-Allweather Unlimited Unterdeckbahn 350Gramm, erhöhte Regensicherheit 3,0x25m";"19106";"19106";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"12,24";"4,90";"60,0"
"WITEC® - ALL WEATHER S Unterdeckbahn | 340Gramm | erhöhte Regensicherheit | 1,5x25m | 2 x Acrylklebestreifen";"19109";"19109";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"10,63";"4,25";"60,0"
"WITEC® - Fassadenbahn Superwall X I dauerhaft UV-stabil I 200 Gramm I 2 Klebestreifen";"19401";"19401";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"8,68";"3,47";"60,0"
"WITEC® - Fassadenbahn Superwall X FB200 I dauerhaft UV-stabil I 200 Gramm 3,30 x 50 Meter";"19402";"19402";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"8,68";"3,47";"60,0"
"WITEC® - Dampfbremse WIVAP20, 135 Gramm";"19300";"19300";"Befestigungsmittel";"Sonstiges";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"2,62";"1,05";"60,0"
"WITEC® - SEAL Bitumenbahn Dampfsperre selbstklebend";"19110";"19110";"Material";"Bahnen / Folien";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"21,15";"8,46";"60,0"
"WITEC® - SEAL Bitumenklebeband selbstklebend 666mm Breit (666mm x 15m x 1,0mm)";"19113";"19113";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"233,20";"93,28";"60,0"
"Dachdeckerplane, 260 Gramm, 8 x 12 Meter";"19600";"19600";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"209,00";"83,60";"60,0"
"Abdeckplane PRO, 180 Gramm, 1,5 x 6 Meter";"19700";"19700";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"17,60";"7,04";"60,0"
"Abdeckplane PRO, 180 Gramm, 4 x 5 Meter";"19701";"19701";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"34,10";"13,64";"60,0"
"Abdeckplane PRO, 180 Gramm, 6 x 10 Meter";"19702";"19702";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"82,50";"33,00";"60,0"
"Abdeckplane PRO, 180 Gramm, 10 x 12 Meter";"19703";"19703";"Material";"Bahnen / Folien";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"150,00";"60,00";"60,0"
"Cellulosedämmung Climacell";"22104";"22104";"Material";"Bahnen / Folien";"kg";"";"";"0";"0";"";"Holzbau-Shop";"";"3,71";"1,48";"60,0"
"WITEC PROTECTOR Bauzeitabdichtung Selbstklebend";"19130";"19130";"Material";"Kleber / Bänder";"m2";"";"";"0";"0";"";"Holzbau-Shop";"";"13,36";"5,34";"60,0"
"FULLCONTACT® FC60 Luftdicht Klebeband für Innen und Aussen";"19201";"19201";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"21,15";"8,46";"60,0"
"FULLCONTACT® FC200 Luftdicht Klebeband für Innen und Aussen";"19203";"19203";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"90,56";"36,23";"60,0"
"WITEC® - FULLCONTACT OUTDOOR 60mm Breit";"19209";"19209";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,71";"10,68";"60,0"
"FULLCONTACT OUTDOOR 60mm x 25m x 3mm Schwarz, einseitig klebend geteilter Liner 20/40mm";"19216";"19216";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"35,62";"14,25";"60,0"
"FULLCONTACT® SPEED ohne Liner Luftdicht Klebeband für Innen und Aussen";"19217";"19217";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,21";"24,89";"60,0"
"WITEC Dichtpflaster 200mm Vorperforiert";"19233";"19233";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"192,65";"77,06";"60,0"
"Kompriband BG2 20/5-9 mm 5 Lfm/Rolle einseitig-klebend";"413011";"413011";"Befestigungsmittel";"Sonstiges";"stk";"";"";"0";"0";"";"Holzbau-Shop";"";"28,94";"11,58";"60,0"
"Kompriband BG2 10 / 2-3mm einseitig-klebend 25 Meter/Rolle; 11 Rollen im Karton";"413030";"413030";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,03";"8,01";"60,0"
"Fullcontact Dicht Kleber Flex, Innen- und Außen";"19207";"19207";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,24";"4,90";"60,0"
"WITEC® - FULLCONTACT Sprühprimer";"19222";"19222";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"27,82";"11,13";"60,0"
"WITEC FULLCONTACT KLEBT UND DICHTET";"19224";"19224";"Material";"Kleber / Bänder";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,20";"7,68";"60,0"
"Silikon N-Basic - transparent";"70142";"70142";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"13,89";"5,56";"60,0"
"Acryl D weiß";"70144";"70144";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"9,46";"3,78";"60,0"
"WITEC® - PU Weichzellpistolenschaum 750ml";"70115";"70115";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"25,60";"10,24";"60,0"
"WITEC® - PU Pistolenschaum 750ml";"70119";"70119";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"10,91";"4,36";"60,0"
"PU Schaumreiniger";"70120";"70120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,70";"6,68";"60,0"
"Auspresspistole Profi MIT-PP";"70014";"70014";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Kartuschenpresse 310ML für Akkuschrauber";"70015";"70015";"Befestigungsmittel";"Sonstiges";"Stk";"7";"15";"0";"0";"";"Holzbau-Shop";"";"84,80";"55,12";"35,0"
"2K Schaum, 2-Komponenten-PU-Schaum 440ml";"70118";"70118";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,03";"8,01";"60,0"
"Schaumpistole Eco Plus";"70121";"70121";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,84";"9,65";"35,0"
"Zinkspray";"70146";"70146";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"8,90";"60,0"
"WIBIT Torx 10";"40010";"40010";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 15";"40015";"40015";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 20";"40020";"40020";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 40";"40021";"40021";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 30";"40022";"40022";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 25";"40023";"40023";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT Torx 50";"40025";"40025";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,64";"0,42";"35,0"
"WIBIT - Bithalter Autolock 75 mm";"40084";"40084";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"10,60";"6,89";"35,0"
"WIBIT - Bithalter Bitadapter Autolock 1/2"" -- 1/4"" 50 mm";"40085";"40085";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"8,27";"35,0"
"WIBIT - Bithalter Magnetisch";"40099";"40099";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"3,18";"2,07";"35,0"
"WIBIT BITDRILLBOX 39 teilig Torx 20, Torx 25, Torx30, Torx40 + Bohrer";"40609";"40609";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Schlagschrauber Bitadapter 1/2"" auf TX30";"40333";"40333";"Befestigungsmittel";"Sonstiges";"Stk";"4";"333";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Schlagschrauber Bitadapter 1/2"" auf TX40";"40444";"40444";"Befestigungsmittel";"Sonstiges";"Stk";"4";"444";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Schlagnussensatz 1/2"" Antrieb, Länge 78 mm, 14 teilig SW 10 - 32";"40445";"40445";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"62,01";"35,0"
"Schlag Stecknuss Verlängerung 1/2"" 125 mm";"40446";"40446";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,84";"9,65";"35,0"
"Schlag Stecknuss Adapter 3/4"" auf 1/2""";"40447";"40447";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Schlag Stecknuss Adapter 1/2"" auf 3/4""";"40448";"40448";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Schlagschrauber Bitadapter 1/2"" auf TX50";"40555";"40555";"Befestigungsmittel";"Sonstiges";"Stk";"4";"555";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Spiralbohrerkassette HSS, Ø 1 - 13 mm, 25-teilig";"00210";"00210";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"47,70";"31,01";"35,0"
"Turbo Durchbruchbohrer 122 x 152 mm";"91211";"91211";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"244,62";"159,00";"35,0"
"Adapter zu Turbo Durchbruchbohrer für 121 x 200mm";"91221";"91221";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,36";"4,13";"35,0"
"Turbo Durchbruchbohrer Zentrierbohrer 10x330mm für 122x152mm";"91222";"91222";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"65,23";"42,40";"35,0"
"Schalungsbohrer Gehärtet 3 Kantschaft L= 460mm";"00032-120460";"00032-120460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"21,20";"13,78";"35,0"
"Schalungsbohrer Gehärtet 3 Kantschaft L= 460mm";"00032-160460";"00032-160460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,50";"17,23";"35,0"
"Schalungsbohrer Gehärtet 3 Kantschaft L= 460mm";"00032-200460";"00032-200460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"31,80";"20,67";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-100260";"00034-100260";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,24";"2,76";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-100350";"00034-100350";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5,30";"3,45";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-120350";"00034-120350";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"8,48";"5,51";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-160460";"00034-160460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"8,27";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-180460";"00034-180460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"13,78";"8,96";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-220460";"00034-220460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"18,02";"11,71";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-60260";"00034-60260";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,64";"1,72";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-65260";"00034-65260";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,64";"1,72";"35,0"
"Hammerbohrer SDS-Plus HM X4 Schneider";"00034-80260";"00034-80260";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"3,72";"2,42";"35,0"
"HM Hammerbohrer BETON SDS-Max Vierschneider 4X";"00035-160540";"00035-160540";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"HM Hammerbohrer BETON SDS-Max Vierschneider 4X";"00035-260540";"00035-260540";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"23,32";"15,16";"35,0"
"HM Hammerbohrer BETON SDS-Max Vierschneider 4X";"00035-280540";"00035-280540";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"25,44";"16,54";"35,0"
"Spitzmeißel SDS-Plus, 250 mm Lang";"00157";"00157";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5,30";"3,45";"35,0"
"Flachmeißel SDS-Plus, 20 mm Breit, 250 mm Lang";"00158";"00158";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5,30";"3,45";"35,0"
"Breitmeißel SDS-Plus, 50 mm Breit, 250 mm Lang";"00159";"00159";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Flachmeißel SDS-Max, 25 mm Breit, 400 mm Lang";"00230-400";"00230-400";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"8,27";"35,0"
"Breitmeißel SDS-Max, 50 mm Breit, 400 mm Lang";"00234-400";"00234-400";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Spitzmeißel SDS-Max, 400 mm Lang";"00236-400";"00236-400";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"11,66";"7,58";"35,0"
"Turbo Holzbohrkrone WIMMER";"00245-68";"00245-68";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"104,94";"68,21";"35,0"
