"Name";"Artikelnummer";"QR-/Barcode";"Kategorie";"Unterkategorie";"Einheit";"Durchmesser";"Laenge";"Bestand";"Mindestbestand";"Lagerort";"Lieferant";"Notiz";"Listenpreis";"Einkaufspreis";"Rabatt"
"Forstnerbohrer in Kassette 5 teilig, 15-35mm";"00423";"00423";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"41,34";"26,87";"35,0"
"Aufstecksenker-Satz 5 tlg 3 - 4 - 5 - 6 mm";"13232";"13232";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"51,94";"33,76";"35,0"
"Schlangenbohrer";"00033-140460";"00033-140460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"12,72";"8,27";"35,0"
"Schlangenbohrer";"00033-160460";"00033-160460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"14,84";"9,65";"35,0"
"Schlangenbohrer";"00033-180460";"00033-180460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"Schlangenbohrer";"00033-200650";"00033-200650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"28,62";"18,60";"35,0"
"Schlangenbohrer";"00033-220650";"00033-220650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"29,68";"19,29";"35,0"
"Schlangenbohrer";"00033-240235";"00033-240235";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"13,78";"8,96";"35,0"
"Schlangenbohrer";"00033-240650";"00033-240650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"33,92";"22,05";"35,0"
"Schlangenbohrer";"00033-280650";"00033-280650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"53,00";"34,45";"35,0"
"Schlangenbohrer";"00033-300650";"00033-300650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"61,48";"39,96";"35,0"
"Schlangenbohrer";"00033-320650";"00033-320650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"63,60";"41,34";"35,0"
"Schlangenbohrer";"00033-350650";"00033-350650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"74,20";"48,23";"35,0"
"Schlangenbohrer";"00033-60235";"00033-60235";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"6,36";"4,13";"35,0"
"Schlangenbohrer";"00033-80235";"00033-80235";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"7,42";"4,82";"35,0"
"Schlangenbohrer Kassette 7-teilig 460mm 12-14-16-18-20-22-24mm";"00203-460";"00203-460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"62,01";"35,0"
"Schlangenbohrer Kassette 7-teilig 650mm 12-14-16-18-20-22-24mm";"00204-650";"00204-650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"159,00";"103,35";"35,0"
"Schlangenbohrer Kassette 6-teilig 460mm 10-12-14-16-18-20mm";"00205-460";"00205-460";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"74,20";"48,23";"35,0"
"Schlangenbohrer Kassette 6 teilig 650mm 10-12-14-16-18-20mm";"00206-650";"00206-650";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"116,60";"75,79";"35,0"
"Paneelsäge Dewalt DWS780";"10279";"10279";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"999,00";"999,00";"0,0"
"Untergestell DE7023 DeWalt Universal zu DWS780";"10998";"10998";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"169,00";"169,00";"0,0"
"Kapp- und Gehrungssäge 305 - Laserführung, HM Sägeblatt 305 mm";"11661";"11661";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"299,00";"299,00";"0,0"
"Kreissägeblatt HM Holz 305 x 3,2 x 30 mm / Z 60";"12824";"12824";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"53,00";"34,45";"35,0"
"HM Kreissägeblatt Metall, Alu und Bleche 305 x 3,2 x 30 mm / Z 80 zu Kappsägen";"12825";"12825";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"63,60";"41,34";"35,0"
"ALU Adapterplatte zu Milwaukee M18BLCS66 - NEU";"90088";"90088";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"74,20";"74,20";"0,0"
"WIRAIL Führungsschiene F1600";"F1600";"F1600";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"104,94";"68,21";"35,0"
"Führungsschienen Verbindung, 4er-Set zu WIRAIL Führungsschiene F1600";"VSF1600";"VSF1600";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"44,52";"44,52";"0,0"
"Handkreissäge Makita 5143R";"10400";"10400";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"887,46";"887,46";"0,0"
"Ladegerät Milwaukee M12-18FC RAPID Charge";"4932451079";"4932451079";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"119,00";"101,15";"15,0"
"Milwaukee Akkupack M18HB12 Achtung";"4932464260";"4932464260";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"304,00";"258,40";"15,0"
"Milwaukee Akku-Handkreissäge M18BLCS66-0X";"4933464589";"4933464589";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"329,00";"279,65";"15,0"
"Milwaukee Akku Kettensäge M18FCHS-0";"4933464723";"4933464723";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"489,00";"415,65";"15,0"
"Kreissägeblatt HM Holz 165 x 1,6 x 20 mm / Z 48 zu M18FPS55";"11886";"11886";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"33,92";"22,05";"35,0"
"Kreissägeblatt HM Holz 165 x 1,6 x 20 mm / Z 24 zu M18FPS55";"11887";"11887";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Kreissägeblatt HM Holz 160 x 2,2 x 20 mm / Z 28";"11889";"11889";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Kreissägeblatt HM Holz 160 x 2,2 x 20 mm / Z 12";"11929";"11929";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Kreissägeblatt HM Holz 160 x 2,2 x 20 mm / Z 48";"11931";"11931";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"33,92";"22,05";"35,0"
"Diamantsägeblatt Spezial für Zement gebundene Werkstoffe 160 x 2,4/3,0 x 20 mm / Z4";"12582";"12582";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"62,01";"35,0"
"Diamantsägeblatt Spezial für Zement gebundene Werkstoffe 190 x 2,6/1,8 x 30 mm / Z4";"12583";"12583";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"100,70";"65,46";"35,0"
"Kreissägeblatt HM Holz 190 x 1,6 x 30 / Z 24 zu allen Milwaukee Akkukreissägen mit 66 mm Schnitttiefe";"13038";"13038";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"33,92";"22,05";"35,0"
"HM Kreissägeblatt für Metall 190 x 2,6 x 30 / 60 Zähne - zu Akku Handkreissägen";"13041";"13041";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"47,70";"31,01";"35,0"
"Winkelvorsatz Winkelgetriebe Pro-75";"13568";"13568";"Befestigungsmittel";"Verbinder / Winkel";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Spezial Kreissägeblatt HM Holz 355 x 3,2 x 30 mm / Z 24 Holz zu Makita 5143R";"14009";"14009";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Spezial Kreissägeblatt HM für Sandwichpaneele 355 x 3,2 x 30 mm / 90 Zähne zu Makita 5143R";"14010";"14010";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"94,34";"61,32";"35,0"
"Spezial Kreissägeblatt HM für Sandwichpaneele 415 x 2,3 x 30 / 80 Zähne zu Makita 415MM XGT";"14011";"14011";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"127,20";"82,68";"35,0"
"Handbandsägeblätter 1752 x 6 x 0,65 mm passend zu Mafell";"10107";"10107";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"Handbandsägeblätter 1752 x 8 x 0,65mm passend zu Mafell";"10108";"10108";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"20,14";"13,09";"35,0"
"Handbandsägeblätter 1710 x 6 x 0,65 mm passend zu HOLZHER";"10110";"10110";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Handbandsägeblätter 1710 x 8 x 0,65 mm passend zu HOLZHER";"10111";"10111";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Handbandsägeblätter 1710 x 10 x 0,65 mm passend zu HOLZHER";"10112";"10112";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Handbandsägeblätter 1710 x 16 x 0,65 mm passend zu HOLZHER";"10114";"10114";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Handbandsägeblätter 1752 x 10 x 0,65 mm passend zu Mafell";"10115";"10115";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Handbandsäge Mafell Z5Ec";"925301";"925301";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"5459,00";"5459,00";"0,0"
"Sägeblatt Precision 34 x 40 mm zu Multitool";"10121";"10121";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,96";"11,02";"35,0"
"Stichsägeblatt-Set T144D 5 tlg.";"10131";"10131";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,76";"3,09";"35,0"
"Stichsägeblatt Set 30 tlg.";"10132";"10132";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,50";"17,23";"35,0"
"Stichsägeblatt Set Extralang 180mm T744D 5 tlg.";"10133";"10133";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"18,02";"11,71";"35,0"
"Multitool-Sägeblätter-Set, 4 Stück, passend zu Milwaukee & Fein Multitool";"10140";"10140";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"31,80";"20,67";"35,0"
"Säbelsägeblatt Holz Baumschnitt 5 Stk. S1532L";"10150";"10150";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"23,32";"15,16";"35,0"
"Säbelsägeblatt Set 14 tlg.";"10151";"10151";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"41,34";"26,87";"35,0"
"Säbelsägeblatt Hartmetall für Holz mit Nägeln 3 Stk. Carbide Teeth";"10152";"10152";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Säbelsägeblatt Metall Rescue 3 Stk. Carbide teeth";"10153";"10153";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"62,54";"40,65";"35,0"
"Milwaukee Stichsägeblätter 75mm T144D";"4932430461";"4932430461";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,29";"1,29";"0,0"
"Dämmstoffmesser Wimmer Edelstahl";"80108";"80108";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"26,50";"17,23";"35,0"
"Akkuradio WIRADIO Jobsite kompatibel mit Milwaukee M18 Akkupack";"10900";"10900";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"119,00";"119,00";"0,0"
"Adapter Akkuradio Wimmer Jobsite kompatibel mit MAKITA 18Volt";"10901";"10901";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,00";"19,00";"0,0"
"Adapter Akkuradio Wimmer Jobsite kompatibel mit DEWALT 18Volt";"10902";"10902";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,00";"19,00";"0,0"
"Adapter Akkuradio Wimmer Jobsite kompatibel mit BOSCH 18Volt";"10903";"10903";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,00";"19,00";"0,0"
"Kurbelstativ mit 3-Wege-Kopf 165cm Höhe";"80593";"80593";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"79,50";"51,67";"35,0"
"Laser Entfernungsmessgerät; Entfernungsmesser bis zu 60m/±2mm";"80600";"80600";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"79,00";"79,00";"0,0"
"Empfänger WI-L50 zu Akku Kreuzlinienlaser Milwaukee M12 3PL";"80601";"80601";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"109,00";"109,00";"0,0"
"Sägeketten Rundfeile";"10517-4,0";"10517-4,0";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,60";"1,04";"35,0"
"Sägeketten Rundfeile";"10517-4,8";"10517-4,8";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,60";"1,04";"35,0"
"Sägeketten Rundfeile";"10517-5,5";"10517-5,5";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,60";"1,04";"35,0"
"Kettensägenschwert 350 mm, 14"", 3.8""P, 1,3mm passend zu Stihl und Milwaukee Kettensägen";"10750";"10750";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"38,16";"24,80";"35,0"
"Kettensägenschwert 400 mm, 1,6mm passend zu Stihl MS261 Kettensägen";"10751";"10751";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"38,16";"24,80";"35,0"
"Kettensägenschwert 400 mm, 3.8"", 1,1mm passend zu Milwaukee Kettensäge M18FCHS";"10752";"10752";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"38,16";"24,80";"35,0"
"Sägekette WIMMER 400 mm 3/8"" / 1,1mm / 56 Tgl";"10760";"10760";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"23,32";"15,16";"35,0"
"Sägekette WIMMER 400 mm 3/8"" / 1,3 mm / 56 Tlg";"10761";"10761";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"24,38";"15,85";"35,0"
"Sägekette WIMMER 400 mm 0,325"" / 1,6 mm / 67 Tgl";"10762";"10762";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"27,56";"17,91";"35,0"
"Sägekette WIMMER 200 mm 3/8"" / 1,1mm / 33 Tgl zu Milwaukee M18FHS20";"10763";"10763";"Werkzeug";"Werkzeug / Ersatzteil";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Sägekette WIMMER 350 mm 0,325"" / 1,1mm / 59 Tgl passend zu M18FTHCHS35";"10765";"10765";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Sägekette WIMMER 370 mm 0,325"" / 1,6 mm / 62 Tgl";"10766";"10766";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"25,44";"16,54";"35,0"
"Sägekette WIMMER 350 mm 3/8"" / 1,3 mm / 51 Tgl";"10767";"10767";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"22,26";"14,47";"35,0"
"Sägekette WIMMER 150 mm 3/8"" / 1,1 mm zu M12FHS";"10768";"10768";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"21,20";"13,78";"35,0"
"Sägekette WIMMER 250 mm 3/8"" / 1,1 mm / 40 Tgl für M18FOPH-CSA";"10769";"10769";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"23,32";"15,16";"35,0"
"Sägekette WIMMER 380 mm 0,325"" / 1,3 mm / 64 Tgl";"11094";"11094";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"29,68";"19,29";"35,0"
"Sägeketten Öl Bio SWI 5 Liter";"13562";"13562";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"35,62";"23,15";"35,0"
"Sägeketten Öl Bio SWI 60 Liter";"13564";"13564";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"320,00";"208,00";"35,0"
"Fasenhobel CE89E Virutex";"V0043";"V0043";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"373,75";"373,75";"0,0"
"Wendemesser HM 82 mm";"20029";"20029";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Wendemesser 320 mm";"20033";"20033";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Wendemesser 300mm";"20035";"20035";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"15,90";"10,34";"35,0"
"Wendemesser 280 mm";"20037";"20037";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,96";"11,02";"35,0"
"Wendemesser 300mm passend zu Balkenhobel Protool/Holzher";"20043";"20043";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"19,08";"12,40";"35,0"
"Wendemesser 205mm";"20044";"20044";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"13,24";"8,61";"35,0"
"Wendemesser 248mm";"20045";"20045";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,86";"10,96";"35,0"
"Wendemesser 245mm";"20047";"20047";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,86";"10,96";"35,0"
"2 Stück Wendemesser zu Milwaukee Balkenhobel PR320 / 318 mm";"20113";"20113";"Werkzeug";"Werkzeug / Ersatzteil";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"63,60";"41,34";"35,0"
"1 Paar Wendemesser zu Balkenhobel Makita 1806B -170 mm";"20114";"20114";"Befestigungsmittel";"Sonstiges";"Paar";"";"";"0";"0";"";"Holzbau-Shop";"";"30,74";"19,98";"35,0"
"Wendemesser 248mm";"20464";"20464";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"16,86";"10,96";"35,0"
"Baustellen Kabeltrommel 33Meter, Gummikabel IP44, 3 Stecker";"90601";"90601";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"157,94";"102,66";"35,0"
"Bürstmaschine Wimmer Solo ohne Bürste";"10662";"10662";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"190,00";"190,00";"0,0"
"Bandschleifer Makita 9403J";"20095";"20095";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"295,00";"295,00";"0,0"
"Bürstgerät Makita 9741";"20137";"20137";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"541,63";"541,63";"0,0"
"Kunststoffbürste Nylon Korn 80";"10663";"10663";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"137,80";"89,57";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-100";"20149-100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-120";"20149-120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-150";"20149-150";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-40";"20149-40";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-60";"20149-60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Bandschleifpapier 100 x 610 mm zu Makita Bandschleifer 9403";"20149-80";"20149-80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"4,14";"2,69";"35,0"
"Messingstahldrahtbürste zu WIMMER Bürstmaschine";"20181";"20181";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"95,40";"62,01";"35,0"
"Scheiben kletthaftend 125 mm Schleifscheiben mit Gewebeunterlage, kletthaftend für Edelstahl, Stahl, Metall Universal, Holz";"20020-K100";"20020-K100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,48";"0,96";"35,0"
"Scheiben kletthaftend 125 mm Schleifscheiben mit Gewebeunterlage, kletthaftend für Edelstahl, Stahl, Metall Universal, Holz";"20020-K120";"20020-K120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,48";"0,96";"35,0"
"Scheiben kletthaftend 125 mm Schleifscheiben mit Gewebeunterlage, kletthaftend für Edelstahl, Stahl, Metall Universal, Holz";"20020-K180";"20020-K180";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,48";"0,96";"35,0"
"Scheiben kletthaftend 125 mm Schleifscheiben mit Gewebeunterlage, kletthaftend für Edelstahl, Stahl, Metall Universal, Holz";"20020-K60";"20020-K60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,48";"0,96";"35,0"
"Scheiben kletthaftend 125 mm Schleifscheiben mit Gewebeunterlage, kletthaftend für Edelstahl, Stahl, Metall Universal, Holz";"20020-K80";"20020-K80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"1,48";"0,96";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-100";"20148-100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-120";"20148-120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-240";"20148-240";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-320";"20148-320";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-60";"20148-60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Bandschleifpapier zu M12FBFL13-0";"20148-80";"20148-80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"2,54";"1,65";"35,0"
"Schleifscheiben Klett 150 mm, PS22K, Lochform GLS 51";"20163-100";"20163-100";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben Klett 150 mm, PS22K, Lochform GLS 51";"20163-120";"20163-120";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben Klett 150 mm, PS22K, Lochform GLS 51";"20163-150";"20163-150";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben Klett 150 mm, PS22K, Lochform GLS 51";"20163-60";"20163-60";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
"Schleifscheiben Klett 150 mm, PS22K, Lochform GLS 51";"20163-80";"20163-80";"Befestigungsmittel";"Sonstiges";"Stk";"";"";"0";"0";"";"Holzbau-Shop";"";"0,95";"0,62";"35,0"
